SpecName,Circumference inches,Height feet,Spread feet,Diameter (in),,Height(in),Spread (in),Class,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched
Stewartia malacodendron,10,19,28,3.18,,228,336,Angiosperm,Theaceae,Stewartia,malacodendron
Stewartia malacodendron,10,15,24,3.18,,180,288,Angiosperm,Theaceae,Stewartia,malacodendron
Ulmus alata,185,97,78,58.89,,1164,936,Angiosperm,Ulmaceae,Ulmus,alata
Ulmus rubra,250,100,100,79.58,,1200,1200,Angiosperm,Ulmaceae,Ulmus,rubra
Ulmus rubra,240,100,119,76.39,,1200,1428,Angiosperm,Ulmaceae,Ulmus,rubra
Ulmus pumila,238,86,128,75.76,,1032,1536,Angiosperm,Ulmaceae,Ulmus,pumila
Ulmus pumila,239,95,97,76.08,,1140,1164,Angiosperm,Ulmaceae,Ulmus,pumila
Ulmus serotina,105,150,64,33.42,,1800,768,Angiosperm,Ulmaceae,Ulmus,serotina
Ulmus thomasii,202,117,122,64.3,,1404,1464,Angiosperm,Ulmaceae,Ulmus,thomasii
Ulmus americana var. floridana,120,102,70,38.2,,1224,840,Angiosperm,Ulmaceae,Ulmus,americana
Ulmus crassifolia,162,127,75,51.57,,1524,900,Angiosperm,Ulmaceae,Ulmus,crassifolia
Ulmus americana,277,122,84,88.17,,1464,1008,Angiosperm,Ulmaceae,Ulmus,americana
Ulmus americana,282,112,115,89.76,,1344,1380,Angiosperm,Ulmaceae,Ulmus,americana
Planera aquatica,183,106,96,58.25,,1272,1152,Angiosperm,Ulmaceae,Planera,aquatica
Citharexylum fruticosum,17,27,12,5.41,,324,144,Angiosperm,Verbenaceae,Citharexylum,fruticosum
Ximenia americana,16,18,14,5.09,,216,168,Angiosperm,Ximeniaceae,Ximenia,americana
Guaiacum angustifolium,32,26,22,10.19,,312,264,Angiosperm,Zygophyllaceae,Guaiacum,angustifolium
Guaiacum sanctum,37,31,39,11.78,,372,468,Angiosperm,Zygophyllaceae,Guaiacum,sanctum
