"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2362,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.702028566,-999,-999,-999,-999,-999,-999,0.026455364,-1.577486264
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2363,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.633050338,-999,-999,-999,-999,-999,-999,0.0310093,-1.508508037
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.671145874,-999,-999,-999,-999,-999,-999,0.028405107,-1.546603572
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2365,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.622501211,-999,-999,-999,-999,-999,-999,0.031771747,-1.49795891
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2366,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.766933146,-999,-999,-999,-999,-999,-999,0.022782908,-1.642390844
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2367,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.788686812,-999,-999,-999,-999,-999,-999,0.021669829,-1.664144511
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2368,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.526202409,-999,-999,-999,-999,-999,-999,0.03965883,-1.401660108
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2369,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.562298123,-999,-999,-999,-999,-999,-999,0.036495908,-1.437755821
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2370,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.899275073,-999,-999,-999,-999,-999,-999,0.016798373,-1.774732772
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2371,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.616366696,-999,-999,-999,-999,-999,-999,0.032223715,-1.491824395
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2372,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.610096368,-999,-999,-999,-999,-999,-999,0.032692334,-1.485554067
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.78539455,-999,-999,-999,-999,-999,-999,0.021834726,-1.660852248
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2374,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.507376285,-999,-999,-999,-999,-999,-999,0.032422652,-1.489151465
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.484352253,-999,-999,-999,-999,-999,-999,0.034187911,-1.466127432
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2376,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.638840355,-999,-999,-999,-999,-999,-999,0.023954354,-1.620615535
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2377,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.516231403,-999,-999,-999,-999,-999,-999,0.031768259,-1.498006583
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2378,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.463618341,-999,-999,-999,-999,-999,-999,0.035859686,-1.445393521
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2379,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.504845335,-999,-999,-999,-999,-999,-999,0.032612154,-1.486620514
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2380,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.465013486,-999,-999,-999,-999,-999,-999,0.035744673,-1.446788666
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2381,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.487564339,-999,-999,-999,-999,-999,-999,0.033935987,-1.469339519
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2382,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.415600922,-999,-999,-999,-999,-999,-999,0.040051971,-1.397376102
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2383,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.53906781,-999,-999,-999,-999,-999,-999,0.030140955,-1.52084299
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2384,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.605173227,-999,-999,-999,-999,-999,-999,0.025885204,-1.586948407
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2385,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.461542072,-999,-999,-999,-999,-999,-999,0.036031534,-1.443317252
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2386,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.424567191,-999,-999,-999,-999,-999,-999,0.039233552,-1.406342371
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2387,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.459209477,-999,-999,-999,-999,-999,-999,0.03622558,-1.440984657
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2388,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.619629805,-999,-999,-999,-999,-999,-999,0.025037734,-1.601404984
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2389,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.445060252,-999,-999,-999,-999,-999,-999,0.037425238,-1.426835432
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2390,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.366930673,-999,-999,-999,-999,-999,-999,0.044801664,-1.348705853
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2391,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.470538479,-999,-999,-999,-999,-999,-999,0.035292818,-1.452313659
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2392,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.396276593,-999,-999,-999,-999,-999,-999,0.041874364,-1.378051773
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2393,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.438628545,-999,-999,-999,-999,-999,-999,0.037983613,-1.420403725
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2394,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.402680205,-999,-999,-999,-999,-999,-999,0.041261462,-1.384455385
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2395,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.376051822,-999,-999,-999,-999,-999,-999,0.043870542,-1.357827002
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2396,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.471726223,-999,-999,-999,-999,-999,-999,0.035196429,-1.453501403
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2397,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.41548705,-999,-999,-999,-999,-999,-999,0.040062474,-1.39726223
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2398,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.566525052,-999,-999,-999,-999,-999,-999,0.028294353,-1.548300232
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2399,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.408070847,-999,-999,-999,-999,-999,-999,0.040752473,-1.389846027
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.506851772,-999,-999,-999,-999,-999,-999,0.032461834,-1.488626952
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2401,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.42218662,-999,-999,-999,-999,-999,-999,0.0394492,-1.4039618
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2402,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.465522419,-999,-999,-999,-999,-999,-999,0.03570281,-1.447297599
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2403,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.450170297,-999,-999,-999,-999,-999,-999,0.036987461,-1.431945477
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2404,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.423949209,-999,-999,-999,-999,-999,-999,0.039289419,-1.405724389
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2405,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.375712009,-999,-999,-999,-999,-999,-999,0.043904882,-1.357487189
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2406,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.696094588,-999,-999,-999,-999,-999,-999,0.020995694,-1.677869768
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2407,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.560964081,-999,-999,-999,-999,-999,-999,0.028658981,-1.542739261
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2408,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.440759599,-999,-999,-999,-999,-999,-999,0.037797687,-1.422534779
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.494850022,-999,-999,-999,-999,-999,-999,0.033371429,-1.476625202
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2410,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.44750126,-999,-999,-999,-999,-999,-999,0.031012895,-1.508457686
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2411,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.225428295,-999,-999,-999,-999,-999,-999,0.051714851,-1.286384721
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.566193605,-999,-999,-999,-999,-999,-999,0.023596629,-1.627150031
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2413,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.369382553,-999,-999,-999,-999,-999,-999,0.037124535,-1.430338979
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.155855351,-999,-999,-999,-999,-999,-999,0.060699935,-1.216811777
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2415,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.290231686,-999,-999,-999,-999,-999,-999,0.044546326,-1.351188112
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.356349257,-999,-999,-999,-999,-999,-999,0.038255538,-1.417305683
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.325155255,-999,-999,-999,-999,-999,-999,0.041104401,-1.386111681
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.315505369,-999,-999,-999,-999,-999,-999,0.04202795,-1.376461795
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.253369693,-999,-999,-999,-999,-999,-999,0.048492423,-1.314326119
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2420,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.385765121,-999,-999,-999,-999,-999,-999,0.035750198,-1.446721547
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2421,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.237593692,-999,-999,-999,-999,-999,-999,0.050286323,-1.298550118
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.193788037,-999,-999,-999,-999,-999,-999,0.055623145,-1.254744463
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2423,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.298901593,-999,-999,-999,-999,-999,-999,0.043665856,-1.359858019
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.377113512,-999,-999,-999,-999,-999,-999,0.036469521,-1.438069938
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.224058406,-999,-999,-999,-999,-999,-999,0.051878232,-1.285014832
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2426,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.232941715,-999,-999,-999,-999,-999,-999,0.050827864,-1.293898141
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.270518749,-999,-999,-999,-999,-999,-999,0.046614907,-1.331475175
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2428,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.230344207,-999,-999,-999,-999,-999,-999,0.051132776,-1.291300633
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2429,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.399398116,-999,-999,-999,-999,-999,-999,0.03464539,-1.460354542
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2430,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.272970834,-999,-999,-999,-999,-999,-999,0.046352455,-1.33392726
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2431,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.192190605,-999,-999,-999,-999,-999,-999,0.055828116,-1.253147031
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2432,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.221504036,-999,-999,-999,-999,-999,-999,0.052184261,-1.282460462
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2433,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.264833557,-999,-999,-999,-999,-999,-999,0.047229138,-1.325789983
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2434,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.328307585,-999,-999,-999,-999,-999,-999,0.040807124,-1.389264011
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2435,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.227472409,-999,-999,-999,-999,-999,-999,0.051472014,-1.288428834
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2436,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.24113729,-999,-999,-999,-999,-999,-999,0.049877685,-1.302093716
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2437,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.23311625,-999,-999,-999,-999,-999,-999,0.050807441,-1.294072676
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2438,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.44954189,-999,-999,-999,-999,-999,-999,0.030867516,-1.510498316
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2439,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.376815711,-999,-999,-999,-999,-999,-999,0.036494537,-1.437772137
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2440,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.234041019,-999,-999,-999,-999,-999,-999,0.050699369,-1.294997445
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2441,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.26019153,-999,-999,-999,-999,-999,-999,0.047736662,-1.321147956
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2442,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.449376854,-999,-999,-999,-999,-999,-999,0.030879248,-1.51033328
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2443,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.268862684,-999,-999,-999,-999,-999,-999,0.046793,-1.32981911
