"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2258,-999,-999,-999,-999,-999,-999,0.09598,-1.01782,-999,-999,-999,-999,0.1977,-0.70399,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2259,-999,-999,-999,-999,-999,-999,0.12992,-0.88632,-999,-999,-999,-999,0.2617,-0.5822,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2260,-999,-999,-999,-999,-999,-999,0.15564,-0.80788,-999,-999,-999,-999,0.3094,-0.50948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2261,-999,-999,-999,-999,-999,-999,0.17792,-0.74978,-999,-999,-999,-999,0.3503,-0.45556,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2262,-999,-999,-999,-999,-999,-999,0.22497,-0.64788,-999,-999,-999,-999,0.4356,-0.36091,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2263,-999,-999,-999,-999,-999,-999,0.27996,-0.5529,-999,-999,-999,-999,0.5338,-0.27262,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2264,-999,-999,-999,-999,-999,-999,0.33992,-0.46862,-999,-999,-999,-999,0.6396,-0.19409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pinus rigida,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2265,-999,-999,-999,-999,-999,-999,1.067,0.028164,-999,-999,-999,-999,1.867,0.271144,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2266,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.364157362,-999,-999,-999,-999,-999,-999,0.001213926,-2.91580785
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2267,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.423247425,-999,-999,-999,-999,-999,-999,0.001059503,-2.974897913
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2268,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.364157362,-999,-999,-999,-999,-999,-999,0.001213926,-2.91580785
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2269,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.325663845,-999,-999,-999,-999,-999,-999,0.001326434,-2.877314333
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2270,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.2878917,-999,-999,-999,-999,-999,-999,0.001446964,-2.839542188
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.345273544,-999,-999,-999,-999,-999,-999,0.001267874,-2.896924032
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2272,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.473845411,-999,-999,-999,-999,-999,-999,0.000942984,-3.025495899
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2273,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.182670776,-999,-999,-999,-999,-999,-999,0.001843651,-2.734321263
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2274,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.442578737,-999,-999,-999,-999,-999,-999,0.001013376,-2.994229225
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.583954172,-999,-999,-999,-999,-999,-999,0.000731805,-3.13560466
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2276,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.341171236,-999,-999,-999,-999,-999,-999,0.001279907,-2.892821724
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2277,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.494171966,-999,-999,-999,-999,-999,-999,0.000899865,-3.045822454
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2278,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.282270074,-999,-999,-999,-999,-999,-999,0.001465816,-2.833920562
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2279,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.482898401,-999,-999,-999,-999,-999,-999,0.00092353,-3.034548889
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2280,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.336770365,-999,-999,-999,-999,-999,-999,0.001292942,-2.888420853
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2281,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.231731984,-999,-999,-999,-999,-999,-999,0.001646712,-2.783382471
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2282,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.189143668,-999,-999,-999,-999,-999,-999,0.001816376,-2.740794156
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2283,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.403167365,-999,-999,-999,-999,-999,-999,0.00110964,-2.954817853
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2284,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.171110038,-999,-999,-999,-999,-999,-999,0.001893387,-2.722760526
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.445078405,-999,-999,-999,-999,-999,-999,0.00100756,-2.996728893
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2286,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.300905929,-999,-999,-999,-999,-999,-999,0.001404247,-2.852556417
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2287,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.379566483,-999,-999,-999,-999,-999,-999,0.00117161,-2.931216971
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2288,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.114719571,-999,-999,-999,-999,-999,-999,0.002155907,-2.666370059
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2289,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.467427601,-999,-999,-999,-999,-999,-999,0.000957022,-3.019078089
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2290,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.230833753,-999,-999,-999,-999,-999,-999,0.001650121,-2.782484241
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2291,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.246854848,-999,-999,-999,-999,-999,-999,0.001590357,-2.798505336
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2292,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.217169195,-999,-999,-999,-999,-999,-999,0.001702865,-2.768819683
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2293,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.327506309,-999,-999,-999,-999,-999,-999,0.001320819,-2.879156797
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2294,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.278778418,-999,-999,-999,-999,-999,-999,0.001477648,-2.830428906
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2295,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.336029995,-999,-999,-999,-999,-999,-999,0.001295148,-2.887680483
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2296,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.21670911,-999,-999,-999,-999,-999,-999,0.00170467,-2.768359598
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2297,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.364372661,-999,-999,-999,-999,-999,-999,0.001213324,-2.916023149
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2298,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.252810224,-999,-999,-999,-999,-999,-999,0.001568698,-2.804460712
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2299,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.291336342,-999,-999,-999,-999,-999,-999,0.001435533,-2.842986829
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.379269225,-999,-999,-999,-999,-999,-999,0.001172412,-2.930919713
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3.331480966,-999,-999,-999,-999,-999,-999,0.001308786,-2.883131454
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.15712342,-999,-999,-999,-999,-999,-999,0.011714121,-1.931290289
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.115730735,-999,-999,-999,-999,-999,-999,0.012885533,-1.889897604
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.229674087,-999,-999,-999,-999,-999,-999,0.009911949,-2.003840957
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.20534269,-999,-999,-999,-999,-999,-999,0.010483117,-1.97950956
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.147080184,-999,-999,-999,-999,-999,-999,0.011988171,-1.921247053
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2307,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.145234309,-999,-999,-999,-999,-999,-999,0.012039233,-1.919401179
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2308,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.090963846,-999,-999,-999,-999,-999,-999,0.013641725,-1.865130715
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.203728054,-999,-999,-999,-999,-999,-999,0.010522164,-1.977894923
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2310,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.202336837,-999,-999,-999,-999,-999,-999,0.010555925,-1.976503706
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2311,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.061394511,-999,-999,-999,-999,-999,-999,0.014602883,-1.83556138
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.101114259,-999,-999,-999,-999,-999,-999,0.013326585,-1.875281129
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.162073528,-999,-999,-999,-999,-999,-999,0.011581361,-1.936240397
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2314,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.003278861,-999,-999,-999,-999,-999,-999,0.016693764,-1.777445731
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.17609281,-999,-999,-999,-999,-999,-999,0.011213478,-1.95025968
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.251402246,-999,-999,-999,-999,-999,-999,0.009428246,-2.025569115
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2317,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.089825519,-999,-999,-999,-999,-999,-999,0.013677528,-1.863992388
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.076900375,-999,-999,-999,-999,-999,-999,0.014090706,-1.851067245
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2319,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.290384825,-999,-999,-999,-999,-999,-999,0.00861883,-2.064551694
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2320,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.154494446,-999,-999,-999,-999,-999,-999,0.011785247,-1.928661316
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2321,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.93276171,-999,-999,-999,-999,-999,-999,0.019636832,-1.70692858
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.135327911,-999,-999,-999,-999,-999,-999,0.012317008,-1.90949478
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2323,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.002785295,-999,-999,-999,-999,-999,-999,0.016712747,-1.776952164
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.962382864,-999,-999,-999,-999,-999,-999,0.018342151,-1.736549734
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.180686433,-999,-999,-999,-999,-999,-999,0.011095495,-1.954853303
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.069684216,-999,-999,-999,-999,-999,-999,0.014326791,-1.843851085
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.080880797,-999,-999,-999,-999,-999,-999,0.013962151,-1.855047667
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.944681749,-999,-999,-999,-999,-999,-999,0.019105191,-1.718848618
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.064903183,-999,-999,-999,-999,-999,-999,0.014485382,-1.839070052
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2330,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.110734323,-999,-999,-999,-999,-999,-999,0.013034633,-1.884901193
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.177010454,-999,-999,-999,-999,-999,-999,0.011189809,-1.951177323
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2332,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.159002742,-999,-999,-999,-999,-999,-999,0.01166354,-1.933169611
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.135327911,-999,-999,-999,-999,-999,-999,0.012317008,-1.90949478
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2334,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.148457749,-999,-999,-999,-999,-999,-999,0.011950206,-1.922624618
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2335,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.026130256,-999,-999,-999,-999,-999,-999,0.015838092,-1.800297125
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2336,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.025034578,-999,-999,-999,-999,-999,-999,0.015878101,-1.799201447
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2337,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.233242022,-999,-999,-999,-999,-999,-999,0.009830851,-2.007408891
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2338,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.764727733,-999,-999,-999,-999,-999,-999,0.022898897,-1.640185431
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2339,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.645104395,-999,-999,-999,-999,-999,-999,0.030160456,-1.520562094
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2340,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.749560828,-999,-999,-999,-999,-999,-999,0.023712725,-1.625018526
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2341,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.726114495,-999,-999,-999,-999,-999,-999,0.025028096,-1.601572194
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2342,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.601868944,-999,-999,-999,-999,-999,-999,0.033317573,-1.477326642
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2343,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.64627881,-999,-999,-999,-999,-999,-999,0.030079007,-1.521736508
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2344,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.636241668,-999,-999,-999,-999,-999,-999,0.030782269,-1.511699367
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2345,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.577309348,-999,-999,-999,-999,-999,-999,0.035255993,-1.452767046
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2346,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.757117971,-999,-999,-999,-999,-999,-999,0.02330367,-1.632575669
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2347,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.640217351,-999,-999,-999,-999,-999,-999,0.030501764,-1.51567505
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2348,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.761887556,-999,-999,-999,-999,-999,-999,0.023049141,-1.637345255
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2349,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.71767412,-999,-999,-999,-999,-999,-999,0.025519266,-1.593131818
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2350,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.559851374,-999,-999,-999,-999,-999,-999,0.036702101,-1.435309072
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2351,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.702220736,-999,-999,-999,-999,-999,-999,0.02644366,-1.577678434
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2352,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.891659719,-999,-999,-999,-999,-999,-999,0.017095531,-1.767117418
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2353,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.668778113,-999,-999,-999,-999,-999,-999,0.028560394,-1.544235811
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2354,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.569059247,-999,-999,-999,-999,-999,-999,0.035932138,-1.444516945
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2355,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.696683579,-999,-999,-999,-999,-999,-999,0.026782969,-1.572141277
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2356,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.521610804,-999,-999,-999,-999,-999,-999,0.040080349,-1.397068502
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2357,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.644246174,-999,-999,-999,-999,-999,-999,0.030220116,-1.519703873
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2358,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.633033015,-999,-999,-999,-999,-999,-999,0.031010537,-1.508490713
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2359,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.628446633,-999,-999,-999,-999,-999,-999,0.03133976,-1.503904331
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2360,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.716645457,-999,-999,-999,-999,-999,-999,0.025579782,-1.592103156
pearl millit,"Karl J. Niklas, unpublished data, Cornell University, Ithaca, New York, 2003.",,2361,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.704447036,-999,-999,-999,-999,-999,-999,0.02630845,-1.579904735
